iso_country,iata_code,gps_code,timezone
CA,YKD,CYKM,America/Toronto
CA,AKV,CYKO,America/Toronto
CA,YKQ,CYKQ,America/Toronto
CA,YKX,CYKX,America/Toronto
CA,YKY,CYKY,America/Regina
CA,YKZ,CYKZ,America/Toronto
CA,YPJ,CYLA,America/Toronto
CA,YLB,CYLB,America/Edmonton
CA,YLC,CYLC,America/Iqaluit
CA,YLD,CYLD,America/Toronto
CA,YLH,CYLH,America/Toronto
CA,YLJ,CYLJ,America/Regina
CA,YSG,CYLK,America/Yellowknife
CA,YLL,CYLL,America/Edmonton
CA,YLQ,CYLQ,America/Toronto
CA,YLR,CYLR,America/Winnipeg
CA,YLK,CYLS,America/Toronto
CA,YLT,CYLT,America/Pangnirtung
CA,XGR,CYLU,America/Iqaluit
CA,YLW,CYLW,America/Vancouver
US,CYM,05AA,America/Sitka
CA,YMA,CYMA,America/Whitehorse
CA,YME,CYME,America/Toronto
CA,YMG,CYMG,America/Toronto
CA,YMH,CYMH,America/St_Johns
CA,YMJ,CYMJ,America/Regina
CA,YML,CYML,America/Toronto
CA,YMM,CYMM,America/Edmonton
CA,YMO,CYMO,America/Toronto
CA,YMT,CYMT,America/Toronto
CA,YUD,CYMU,America/Toronto
CA,YMW,CYMW,America/Toronto
CA,YMX,CYMX,America/Toronto
CA,YNA,CYNA,America/Toronto
CA,YNC,CYNC,America/Toronto
CA,YND,CYND,America/Toronto
CA,YNE,CYNE,America/Winnipeg
CA,YNH,CYNH,America/Dawson_Creek
CA,YLY,CYNJ,America/Vancouver
CA,YNL,CYNL,America/Regina
CA,YNM,CYNM,America/Toronto
CA,HZP,CYNR,America/Edmonton
CA,YOA,CYOA,America/Yellowknife
CA,YOC,CYOC,America/Whitehorse
CA,YOD,CYOD,America/Edmonton
CA,YOH,CYOH,America/Winnipeg
CA,YOJ,CYOJ,America/Edmonton
CA,YOO,CYOO,America/Toronto
CA,YOP,CYOP,America/Edmonton
CA,YOS,CYOS,America/Toronto
CA,YOW,CYOW,America/Toronto
CA,YPA,CYPA,America/Regina
CA,YPC,CYPC,America/Yellowknife
CA,YPS,CYPD,America/Halifax
CA,YPE,CYPE,America/Edmonton
CA,YPG,CYPG,America/Winnipeg
CA,YPH,CYPH,America/Toronto
CA,YPL,CYPL,America/Toronto
CA,YPM,CYPM,America/Winnipeg
CA,YPN,CYPN,America/Toronto
CA,YPO,CYPO,America/Toronto
CA,YPQ,CYPQ,America/Toronto
CA,YPR,CYPR,America/Vancouver
CA,YPW,CYPW,America/Vancouver
CA,YPX,CYPX,America/Toronto
CA,YPY,CYPY,America/Edmonton
CA,YPZ,CYPZ,America/Vancouver
CA,YQA,CYQA,America/Toronto
CA,YQB,CYQB,America/Toronto
CA,YQD,CYQD,America/Winnipeg
CA,YQF,CYQF,America/Edmonton
CA,YQG,CYQG,America/Toronto
CA,YQH,CYQH,America/Whitehorse
CA,YQI,CYQI,America/Halifax
CA,YQK,CYQK,America/Winnipeg
CA,YQL,CYQL,America/Edmonton
CA,YQM,CYQM,America/Moncton
CA,YQN,CYQN,America/Toronto
CA,YQQ,CYQQ,America/Vancouver
CA,YQR,CYQR,America/Regina
CA,YQS,CYQS,America/Toronto
CA,YQT,CYQT,America/Thunder_Bay
CA,YQU,CYQU,America/Edmonton
CA,YQV,CYQV,America/Regina
CA,YQW,CYQW,America/Regina
CA,YQX,CYQX,America/St_Johns
CA,YQY,CYQY,America/Glace_Bay
CA,YQZ,CYQZ,America/Vancouver
CA,YRA,CYRA,America/Yellowknife
CA,YRB,CYRB,America/Resolute
CA,YRI,CYRI,America/Toronto
CA,YRJ,CYRJ,America/Toronto
CA,YRL,CYRL,America/Winnipeg
CA,YRM,CYRM,America/Edmonton
CA,YRO,CYRO,America/Toronto
CA,YRQ,CYRQ,America/Toronto
CA,YRS,CYRS,America/Winnipeg
CA,YRT,CYRT,America/Rankin_Inlet
CA,YRV,CYRV,America/Vancouver
CA,YSB,CYSB,America/Toronto
CA,YSC,CYSC,America/Toronto
CA,YSD,CYSD,America/Edmonton
CA,YSE,CYSE,America/Vancouver
CA,YSF,CYSF,America/Regina
CA,YSH,CYSH,America/Toronto
CA,YSJ,CYSJ,America/Moncton
CA,YSK,CYSK,America/Iqaluit
CA,YSL,CYSL,America/Moncton
CA,YSM,CYSM,America/Yellowknife
CA,YCM,CYSN,America/Toronto
CA,YSP,CYSP,America/Toronto
CA,YST,CYST,America/Winnipeg
CA,YSU,CYSU,America/Halifax
CA,YSY,CYSY,America/Yellowknife
CA,YTA,CYTA,America/Toronto
CA,YTE,CYTE,America/Iqaluit
CA,YTF,CYTF,America/Toronto
CA,YTH,CYTH,America/Winnipeg
CA,YTL,CYTL,America/Winnipeg
CA,YTQ,CYTQ,America/Toronto
CA,YTR,CYTR,America/Toronto
CA,YTS,CYTS,America/Toronto
CA,YTZ,CYTZ,America/Toronto
CA,YUB,CYUB,America/Yellowknife
CA,YUL,CYUL,America/Toronto
CA,YUT,CYUT,America/Rankin_Inlet
CA,YUX,CYUX,America/Iqaluit
CA,YUY,CYUY,America/Toronto
CA,YVB,CYVB,America/Toronto
CA,YVC,CYVC,America/Regina
CA,YVG,CYVG,America/Edmonton
CA,YVE,CYVK,America/Vancouver
CA,YCK,CYVL,America/Yellowknife
CA,YVM,CYVM,America/Pangnirtung
CA,YVO,CYVO,America/Toronto
CA,YVP,CYVP,America/Toronto
CA,YVQ,CYVQ,America/Yellowknife
CA,YVR,CYVR,America/Vancouver
CA,YVT,CYVT,America/Regina
CA,YVV,CYVV,America/Toronto
CA,YVZ,CYVZ,America/Winnipeg
CA,YWA,CYWA,America/Toronto
CA,YWG,CYWG,America/Winnipeg
CA,YWH,CYWH,America/Vancouver
CA,YWJ,CYWJ,America/Yellowknife
CA,YWK,CYWK,America/Goose_Bay
CA,YWL,CYWL,America/Vancouver
CA,YWP,CYWP,America/Toronto
CA,YWY,CYWY,America/Yellowknife
CA,YXC,CYXC,America/Edmonton
CA,YXD,CYXD,America/Edmonton
CA,YXE,CYXE,America/Regina
CA,YXH,CYXH,America/Edmonton
CA,YXI,CYXI,America/Toronto
CA,YXJ,CYXJ,America/Dawson_Creek
CA,YXK,CYXK,America/Toronto
CA,YXL,CYXL,America/Winnipeg
CA,YXN,CYXN,America/Rankin_Inlet
CA,YXP,CYXP,America/Pangnirtung
CA,YXQ,CYXQ,America/Whitehorse
CA,YXR,CYXR,America/Toronto
CA,YXS,CYXS,America/Vancouver
CA,YXT,CYXT,America/Vancouver
CA,YXU,CYXU,America/Toronto
CA,YXX,CYXX,America/Vancouver
CA,YXY,CYXY,America/Whitehorse
CA,YXZ,CYXZ,America/Toronto
CA,YYB,CYYB,America/Toronto
CA,YYC,CYYC,America/Edmonton
CA,YYD,CYYD,America/Vancouver
CA,YYE,CYYE,America/Fort_Nelson
CA,YYF,CYYF,America/Vancouver
CA,YYG,CYYG,America/Halifax
CA,YYH,CYYH,America/Cambridge_Bay
CA,YYJ,CYYJ,America/Vancouver
CA,YYL,CYYL,America/Winnipeg
CA,YYM,CYYM,America/Edmonton
CA,YYN,CYYN,America/Regina
CA,YYQ,CYYQ,America/Winnipeg
CA,YYR,CYYR,America/Goose_Bay
CA,YYT,CYYT,America/St_Johns
CA,YYU,CYYU,America/Toronto
CA,YYW,CYYW,America/Toronto
CA,YYY,CYYY,America/Toronto
CA,YYZ,CYYZ,America/Toronto
CA,YZE,CYZE,America/Toronto
CA,YZF,CYZF,America/Yellowknife
CA,YZG,CYZG,America/Toronto
CA,YZH,CYZH,America/Edmonton
CA,YZP,CYZP,America/Vancouver
CA,YZR,CYZR,America/Toronto
CA,YZS,CYZS,America/Atikokan
CA,YZT,CYZT,America/Vancouver
CA,YZU,CYZU,America/Edmonton
CA,YZV,CYZV,America/Toronto
CA,YZW,CYZW,America/Whitehorse
CA,YZX,CYZX,America/Halifax
CA,ZAC,CZAC,America/Winnipeg
CA,YSN,CZAM,America/Vancouver
CA,YDT,CZBB,America/Vancouver
CA,ILF,CZBD,America/Winnipeg
CA,ZBF,CZBF,America/Moncton
CA,ZBM,CZBM,America/Toronto
CA,KES,CZEE,America/Winnipeg
CA,ZEM,CZEM,America/Toronto
CA,ZFA,CZFA,America/Whitehorse
CA,ZFD,CZFD,America/Regina
CA,XPK,CZFG,America/Winnipeg
CA,ZFM,CZFM,America/Yellowknife
CA,ZFN,CZFN,America/Yellowknife
CA,ZGF,CZGF,America/Vancouver
CA,ZGI,CZGI,America/Winnipeg
CA,ZGR,CZGR,America/Winnipeg
CA,ZHP,CZHP,America/Edmonton
CA,ZJG,CZJG,America/Winnipeg
CA,ZJN,CZJN,America/Winnipeg
US,CZK,KCZK,America/Los_Angeles
CA,ZKE,CZKE,America/Toronto
CA,YTD,CZLQ,America/Winnipeg
CA,MSA,CZMD,America/Winnipeg
CA,ZMH,CZML,America/Vancouver
CA,PIW,CZMN,America/Winnipeg
CA,ZMT,CZMT,America/Vancouver
US,CZN,CZN,America/Anchorage
CA,XPP,CZNG,America/Winnipeg
US,CZO,CZO,America/Anchorage
CA,ZPB,CZPB,America/Winnipeg
CA,WPC,CZPC,America/Edmonton
CA,ZPO,CZPO,America/Regina
CA,ZRJ,CZRJ,America/Winnipeg
CA,ZSJ,CZSJ,America/Winnipeg
CA,XSI,CZSN,America/Winnipeg
CA,ZST,CZST,America/Vancouver
CA,ZSW,CZSW,America/Vancouver
CA,YDV,CZTA,America/Winnipeg
CA,ZTM,CZTM,America/Winnipeg
CA,ZUC,CZUC,America/Winnipeg
CA,ZUM,CZUM,America/Goose_Bay
CA,XLB,CZWH,America/Winnipeg
CA,ZWL,CZWL,America/Regina
US,IUA,KIUA,America/Anchorage
US,DJN,D66,America/Anchorage
DZ,MQV,DA14,Africa/Algiers
DZ,QLD,DAAB,Africa/Algiers
DZ,BUJ,DAAD,Africa/Algiers
DZ,BJA,DAAE,Africa/Algiers
DZ,ALG,DAAG,Africa/Algiers
DZ,DJG,DAAJ,Africa/Algiers
DZ,VVZ,DAAP,Africa/Algiers
DZ,QSF,DAAS,Africa/Algiers
DZ,TMR,DAAT,Africa/Algiers
DZ,GJL,DAAV,Africa/Algiers
DZ,MZW,DAAY,Africa/Algiers
DZ,AAE,DABB,Africa/Algiers
DZ,CZL,DABC,Africa/Algiers
DZ,QMH,DAEO,Africa/Algiers
DZ,SKI,DABP,Africa/Algiers
DZ,TEE,DABS,Africa/Algiers
DZ,BLJ,DABT,Africa/Algiers
DZ,HRM,DAFH,Africa/Algiers
DZ,QDJ,DAFI,Africa/Algiers
DZ,TID,DAOB,Africa/Algiers
DZ,TIN,DAOF,Africa/Algiers
DZ,CFK,DAOI,Africa/Algiers
DZ,TAF,DAOL,Africa/Algiers
DZ,TLM,DAON,Africa/Algiers
DZ,ORN,DAOO,Africa/Algiers
DZ,CBH,DAOR,Africa/Algiers
DZ,BFW,DAOS,Africa/Algiers
DZ,MUW,DAOV,Africa/Algiers
DZ,EBH,DAOY,Africa/Algiers
DZ,INF,DATG,Africa/Algiers
DZ,BMW,DATM,Africa/Algiers
DZ,AZR,DAUA,Africa/Algiers
DZ,BSK,DAUB,Africa/Algiers
DZ,ELG,DAUE,Africa/Algiers
DZ,GHA,DAUG,Africa/Algiers
DZ,HME,DAUH,Africa/Algiers
DZ,INZ,DAUI,Africa/Algiers
DZ,TGR,DAUK,Africa/Algiers
DZ,LOO,DAUL,Africa/Algiers
DZ,ELU,DAUO,Africa/Algiers
DZ,TMX,DAUT,Africa/Algiers
DZ,OGX,DAUU,Africa/Algiers
DZ,IAM,DAUZ,Africa/Algiers
BJ,COO,DBBB,Africa/Porto-Novo
BJ,DJA,DBBD,Africa/Porto-Novo
BJ,KDC,DBBK,Africa/Porto-Novo
BJ,NAE,DBBN,Africa/Porto-Novo
BJ,PKO,DBBP,Africa/Porto-Novo
BJ,SVF,DBBS,Africa/Porto-Novo
CN,DBC,ZYBA,Asia/Shanghai
PG,DBP,AYDB,Pacific/Port_Moresby
US,DCK,DCK,America/Anchorage
DE,HDB,ETIE,Europe/Berlin
PG,DER,AYDE,Pacific/Port_Moresby
ID,DEX,WAVD,Asia/Jayapura
BF,XKY,DFCA,Africa/Ouagadougou
BF,OUG,DFCC,Africa/Ouagadougou
BF,XDJ,DFCJ,Africa/Ouagadougou
BF,XLU,DFCL,Africa/Ouagadougou
BF,PUP,DFCP,Africa/Ouagadougou
BF,XBO,DFEA,Africa/Ouagadougou
BF,XBG,DFEB,Africa/Ouagadougou
BF,DIP,DFED,Africa/Ouagadougou
BF,DOR,DFEE,Africa/Ouagadougou
BF,FNG,DFEF,Africa/Ouagadougou
BF,XGG,DFEG,Africa/Ouagadougou
BF,XKA,DFEL,Africa/Ouagadougou
BF,TMQ,DFEM,Africa/Ouagadougou
BF,XPA,DFEP,Africa/Ouagadougou
BF,ARL,DFER,Africa/Ouagadougou
BF,XSE,DFES,Africa/Ouagadougou
BF,TEG,DFET,Africa/Ouagadougou
BF,XZA,DFEZ,Africa/Ouagadougou
BF,OUA,DFFD,Africa/Ouagadougou
BF,BNR,DFOB,Africa/Ouagadougou
BF,DGU,DFOD,Africa/Ouagadougou
BF,XGA,DFOG,Africa/Ouagadougou
BF,XNU,DFON,Africa/Ouagadougou
BF,BOY,DFOO,Africa/Ouagadougou
BF,TUQ,DFOT,Africa/Ouagadougou
BF,XDE,DFOU,Africa/Ouagadougou
BF,XAR,DFOY,Africa/Ouagadougou
GH,ACC,DGAA,Africa/Accra
GH,TML,DGLE,Africa/Accra
GH,KMS,DGSI,Africa/Accra
GH,NYI,DGSN,Africa/Accra
GH,TKD,DGTK,Africa/Accra
CI,ABO,DIAO,Africa/Abidjan
CI,ABJ,DIAP,Africa/Abidjan
CI,OGO,DIAU,Africa/Abidjan
CI,BXI,DIBI,Africa/Abidjan
CI,BYK,DIBK,Africa/Abidjan
CI,BQO,DIBN,Africa/Abidjan
CI,BDK,DIBU,Africa/Abidjan
CI,DIM,DIDK,Africa/Abidjan
CI,DJO,DIDL,Africa/Abidjan
CI,FEK,DIFK,Africa/Abidjan
CI,GGN,DIGA,Africa/Abidjan
CI,GGO,DIGL,Africa/Abidjan
CI,BBV,DIGN,Africa/Abidjan
CI,HGO,DIKO,Africa/Abidjan
CI,MJC,DIMN,Africa/Abidjan
CI,KEO,DIOD,Africa/Abidjan
CI,OFI,DIOF,Africa/Abidjan
CI,SEO,DISG,Africa/Abidjan
CI,SPY,DISP,Africa/Abidjan
CI,ZSS,DISS,Africa/Abidjan
CI,TXU,DITB,Africa/Abidjan
CI,TOZ,DITM,Africa/Abidjan
CI,ASK,DIYO,Africa/Abidjan
CN,DLC,ZYTL,Asia/Shanghai
RU,DLR,UHHD,Asia/Vladivostok
NG,ABV,DNAA,Africa/Lagos
NG,QUO,DNAI,Africa/Lagos
NG,AKR,DNAK,Africa/Lagos
NG,ABB,DNAS,Africa/Lagos
NG,BCU,DNBC,Africa/Lagos
NG,BNI,DNBE,Africa/Lagos
NG,CBQ,DNCA,Africa/Lagos
NG,ENU,DNEN,Africa/Lagos
NG,IBA,DNIB,Africa/Lagos
NG,ILR,DNIL,Africa/Lagos
NG,QOW,DNIM,Africa/Lagos
NG,JOS,DNJO,Africa/Lagos
NG,KAD,DNKA,Africa/Lagos
NG,KAN,DNKN,Africa/Lagos
NG,MIU,DNMA,Africa/Lagos
NG,MDI,DNMK,Africa/Lagos
NG,LOS,DNMM,Africa/Lagos
NG,MXJ,DNMN,Africa/Lagos
NG,PHC,DNPO,Africa/Lagos
NG,SKO,DNSO,Africa/Lagos
NG,YOL,DNYO,Africa/Lagos
NG,ZAR,DNZA,Africa/Lagos
PG,DOO,AYDR,Pacific/Port_Moresby
RU,DPT,UEBD,Asia/Vladivostok
CN,DQA,ZYDQ,Asia/Shanghai
NE,MFQ,DRRM,Africa/Niamey
NE,NIM,DRRN,Africa/Niamey
NE,THZ,DRRT,Africa/Niamey
NE,AJY,DRZA,Africa/Niamey
NE,RLT,DRZL,Africa/Niamey
NE,ZND,DRZR,Africa/Niamey
TN,TBJ,DTKA,Africa/Tunis
TN,MIR,DTMB,Africa/Tunis
TN,TUN,DTTA,Africa/Tunis
TN,GAF,DTTF,Africa/Tunis
TN,GAE,DTTG,Africa/Tunis
TN,DJE,DTTJ,Africa/Tunis
TN,EBM,DTTR,Africa/Tunis
TN,SFA,DTTX,Africa/Tunis
TN,TOE,DTTZ,Africa/Tunis
AF,DWR,OADY,Asia/Kabul
US,DWS,KDWS,America/New_York
TG,LRL,DXNG,Africa/Lome
TG,LFW,DXXX,Africa/Lome
BE,ANR,EBAW,Europe/Brussels
BE,BRU,EBBR,Europe/Brussels
BE,CRL,EBCI,Europe/Brussels
BE,KJK,EBKT,Europe/Brussels
BE,LGG,EBLG,Europe/Brussels
BE,OST,EBOS,Europe/Brussels
DE,AOC,EDAC,Europe/Berlin
DE,HDF,EDAH,Europe/Berlin
DE,IES,EDAU,Europe/Berlin
DE,REB,EDAX,Europe/Berlin
DE,CSO,EDBC,Europe/Berlin
DE,BBH,EDBH,Europe/Berlin
DE,ZMG,EDBM,Europe/Berlin
DE,FNB,EDBN,Europe/Berlin
DE,CBU,EDCD,Europe/Berlin
DE,GTI,EDCG,Europe/Berlin
DE,KOQ,EDCK,Europe/Berlin
DE,PEF,EDCP,Europe/Berlin
DE,SXF,EDDB,Europe/Berlin
DE,BER,EDDB,Europe/Berlin
DE,DRS,EDDC,Europe/Berlin
DE,ERF,EDDE,Europe/Berlin
DE,FRA,EDDF,Europe/Berlin
DE,FMO,EDDG,Europe/Berlin
DE,HAM,EDDH,Europe/Berlin
DE,THF,EDDI,Europe/Berlin
DE,CGN,EDDK,Europe/Berlin
DE,DUS,EDDL,Europe/Berlin
DE,MUC,EDDM,Europe/Berlin
DE,NUE,EDDN,Europe/Berlin
DE,LEJ,EDDP,Europe/Berlin
DE,SCN,EDDR,Europe/Berlin
DE,STR,EDDS,Europe/Berlin
DE,TXL,EDDT,Europe/Berlin
DE,HAJ,EDDV,Europe/Berlin
DE,BRE,EDDW,Europe/Berlin
DE,HHN,EDFH,Europe/Berlin
DE,MHG,EDFM,Europe/Berlin
DE,EIB,EDGE,Europe/Berlin
DE,SGE,EDGS,Europe/Berlin
DE,XFW,EDHI,Europe/Berlin
DE,KEL,EDHK,Europe/Berlin
DE,LBC,EDHL,Europe/Berlin
DE,EUM,EDHN,Europe/Berlin
DE,FMM,EDJA,Europe/Berlin
DE,AAH,EDKA,Europe/Berlin
DE,BNJ,EDKB,Europe/Berlin
DE,ESS,EDLE,Europe/Berlin
DE,BFE,EDLI,Europe/Berlin
DE,MGL,EDLN,Europe/Berlin
DE,PAD,EDLP,Europe/Berlin
DE,NRN,EDLV,Europe/Berlin
DE,DTM,EDLW,Europe/Berlin
DE,AGB,EDMA,Europe/Berlin
DE,OBF,EDMO,Europe/Berlin
DE,RBM,EDMS,Europe/Berlin
DE,FDH,EDNY,Europe/Berlin
DE,SZW,EDOP,Europe/Berlin
DE,BYU,EDQD,Europe/Berlin
DE,URD,EDQE,Europe/Berlin
DE,GHF,EDQG,Europe/Berlin
DE,HOQ,EDQM,Europe/Berlin
DE,BBJ,EDRB,Europe/Berlin
DE,ZQW,EDRZ,Europe/Berlin
DE,FKB,EDSB,Europe/Berlin
DE,ZQL,EDTD,Europe/Berlin
DE,LHA,EDTL,Europe/Berlin
DE,BWE,EDVE,Europe/Berlin
DE,KSF,EDVK,Europe/Berlin
DE,BRV,EDWB,Europe/Berlin
DE,XLW,EDWD,Europe/Berlin
DE,EME,EDWE,Europe/Berlin
DE,AGE,EDWG,Europe/Berlin
DE,WVN,EDWI,Europe/Berlin
DE,JUI,EDWJ,Europe/Berlin
DE,LGO,EDWL,Europe/Berlin
DE,BMK,EDWR,Europe/Berlin
DE,NOD,EDWS,Europe/Berlin
DE,VAC,EDWU,Europe/Berlin
DE,NRD,EDWY,Europe/Berlin
DE,BMR,EDWZ,Europe/Berlin
DE,HEI,EDXB,Europe/Berlin
DE,FLF,EDXF,Europe/Berlin
DE,HGL,EDXH,Europe/Berlin
DE,QHU,EDXJ,Europe/Berlin
DE,PSH,EDXO,Europe/Berlin
DE,GWT,EDXW,Europe/Berlin
DE,OHR,EDXY,Europe/Berlin
EE,KDL,EEKA,Europe/Tallinn
EE,URE,EEKE,Europe/Tallinn
EE,EPU,EEPU,Europe/Tallinn
EE,TLL,EETN,Europe/Tallinn
EE,TAY,EETU,Europe/Tallinn
FI,ENF,EFET,Europe/Helsinki
PG,EFG,AYEF,Pacific/Port_Moresby
FI,KEV,EFHA,Europe/Helsinki
FI,HEM,EFHF,Europe/Helsinki
FI,HEL,EFHK,Europe/Helsinki
FI,HYV,EFHV,Europe/Helsinki
FI,KTQ,EFIT,Europe/Helsinki
FI,IVL,EFIV,Europe/Helsinki
FI,JOE,EFJO,Europe/Helsinki
FI,JYV,EFJY,Europe/Helsinki
FI,KAU,EFKA,Europe/Helsinki
FI,KEM,EFKE,Europe/Helsinki
FI,KAJ,EFKI,Europe/Helsinki
FI,KHJ,EFKJ,Europe/Helsinki
FI,KOK,EFKK,Europe/Helsinki
FI,KAO,EFKS,Europe/Helsinki
FI,KTT,EFKT,Europe/Helsinki
FI,KUO,EFKU,Europe/Helsinki
FI,QLF,EFLA,Europe/Helsinki
FI,LPP,EFLP,Europe/Helsinki
FI,MHQ,EFMA,Europe/Mariehamn
FI,MIK,EFMI,Europe/Helsinki
FI,OUL,EFOU,Europe/Helsinki
FI,POR,EFPO,Europe/Helsinki
FI,RVN,EFRO,Europe/Helsinki
FI,SVL,EFSA,Europe/Helsinki
FI,SJY,EFSI,Europe/Helsinki
FI,SOT,EFSO,Europe/Helsinki
FI,TMP,EFTP,Europe/Helsinki
FI,TKU,EFTU,Europe/Helsinki
FI,UTI,EFUT,Europe/Helsinki
FI,VAA,EFVA,Europe/Helsinki
FI,VRK,EFVR,Europe/Helsinki
FI,YLI,EFYL,Europe/Helsinki
GB,BFS,EGAA,Europe/London
GB,ENK,EGAB,Europe/London
GB,BHD,EGAC,Europe/London
GB,LDY,EGAE,Europe/London
GB,BHX,EGBB,Europe/London
GB,CVT,EGBE,Europe/London
GB,GLO,EGBJ,Europe/London
GB,ORM,EGBK,Europe/London
GB,NQT,EGBN,Europe/London
GB,GBA,EGBP,Europe/London
GB,MAN,EGCC,Europe/London
GB,DSA,EGCN,Europe/London
GB,UPV,EGDJ,Europe/London
GB,LYE,EGDL,Europe/London
GB,YEO,EGDY,Europe/London
GB,CAL,EGEC,Europe/London
GB,EOI,EGED,Europe/London
GB,FIE,EGEF,Europe/London
GB,WHS,EGEH,Europe/London
GB,COL,EGEL,Europe/London
GB,NRL,EGEN,Europe/London
GB,OBN,EGEO,Europe/London
GB,PPW,EGEP,Europe/London
GB,SOY,EGER,Europe/London
GB,NDY,EGES,Europe/London
GB,LWK,EGET,Europe/London
GB,WRY,EGEW,Europe/London
GB,CSA,EGEY,Europe/London
GB,HAW,EGFE,Europe/London
GB,CWL,EGFF,Europe/London
GB,SWS,EGFH,Europe/London
GB,BRS,EGGD,Europe/London
GB,LPL,EGGP,Europe/London
GB,LTN,EGGW,Europe/London
GB,LEQ,EGHC,Europe/London
GB,PLH,EGHD,Europe/London
GB,ISC,EGHE,Europe/London
GB,BOH,EGHH,Europe/London
GB,SOU,EGHI,Europe/London
GB,BBP,EGHJ,Europe/London
GB,PZE,EGHK,Europe/London
GB,NQY,EGHQ,Europe/London
GB,QUG,EGHR,Europe/London
GG,ACI,EGJA,Europe/Guernsey
GG,GCI,EGJB,Europe/Guernsey
JE,JER,EGJJ,Europe/Jersey
GB,ESH,EGKA,Europe/London
GB,BQH,EGKB,Europe/London
GB,LGW,EGKK,Europe/London
GB,WEM,EGKM,Europe/London
GB,KRH,EGKR,Europe/London
GB,LCY,EGLC,Europe/London
GB,FAB,EGLF,Europe/London
GB,BBS,EGLK,Europe/London
GB,LHR,EGLL,Europe/London
GB,SEN,EGMC,Europe/London
GB,LYX,EGMD,Europe/London
GB,MSE,EGMH,Europe/London
GB,LYM,EGMK,Europe/London
GB,CAX,EGNC,Europe/London
GB,BLK,EGNH,Europe/London
GB,HUY,EGNJ,Europe/London
GB,BWF,EGNL,Europe/London
GB,LBA,EGNM,Europe/London
GB,WRT,EGNO,Europe/London
GB,CEG,EGNR,Europe/London
IM,IOM,EGNS,Europe/Isle_of_Man
GB,NCL,EGNT,Europe/London
GB,MME,EGNV,Europe/London
GB,EMA,EGNX,Europe/London
GB,VLY,EGOV,Europe/London
GB,KOI,EGPA,Europe/London
GB,LSI,EGPB,Europe/London
GB,WIC,EGPC,Europe/London
GB,ABZ,EGPD,Europe/London
GB,INV,EGPE,Europe/London
GB,GLA,EGPF,Europe/London
GB,EDI,EGPH,Europe/London
GB,ILY,EGPI,Europe/London
GB,PIK,EGPK,Europe/London
GB,BEB,EGPL,Europe/London
GB,SCS,EGPM,Europe/London
GB,DND,EGPN,Europe/London
GB,SYY,EGPO,Europe/London
GB,BRR,EGPR,Europe/London
GB,PSL,EGPT,Europe/London
GB,TRE,EGPU,Europe/London
GB,UNT,EGPW,Europe/London
GB,FSS,EGQK,Europe/London
GB,ADX,EGQL,Europe/London
GB,LMO,EGQS,Europe/London
GB,CBG,EGSC,Europe/London
GB,NWI,EGSH,Europe/London
GB,STN,EGSS,Europe/London
GB,HYC,EGTB,Europe/London
GB,EXT,EGTE,Europe/London
GB,FZO,EGTG,Europe/London
GB,OXF,EGTK,Europe/London
GB,RCS,EGTO,Europe/London
GB,UHF,EGUA,Europe/London
GB,BEX,EGUB,Europe/London
GB,LKZ,EGUL,Europe/London
GB,MHZ,EGUN,Europe/London
GB,QUY,EGUY,Europe/London
GB,FFD,EGVA,Europe/London
GB,PME,EGVF,Europe/London
GB,BWY,EGVJ,Europe/London
GB,BZZ,EGVN,Europe/London
GB,ODH,EGVO,Europe/London
GB,NHT,EGWU,Europe/London
GB,AYH,EGWZ,Europe/London
GB,GSY,EGXB,Europe/London
GB,QCY,EGXC,Europe/London
GB,BEQ,EGXH,Europe/London
GB,OKH,EGXJ,Europe/London
GB,SQZ,EGXP,Europe/London
GB,HRT,EGXU,Europe/London
GB,WTN,EGXW,Europe/London
GB,CLF,EGYC,Europe/London
GB,KNF,EGYM,Europe/London
FK,MPN,EGYP,Atlantic/Stanley
NL,AMS,EHAM,Europe/Amsterdam
NL,MST,EHBK,Europe/Amsterdam
NL,EIN,EHEH,Europe/Amsterdam
NL,GRQ,EHGG,Europe/Amsterdam
NL,GLZ,EHGR,Europe/Amsterdam
NL,DHR,EHKD,Europe/Amsterdam
NL,LEY,EHLE,Europe/Amsterdam
NL,LWR,EHLW,Europe/Amsterdam
NL,RTM,EHRD,Europe/Amsterdam
NL,UTC,EHSB,Europe/Amsterdam
NL,ENS,EHTW,Europe/Amsterdam
NL,LID,EHVB,Europe/Amsterdam
NL,WOE,EHWO,Europe/Amsterdam
IE,BYT,EIBN,Europe/Dublin
IE,BLY,EIBT,Europe/Dublin
IE,NNR,EICA,Europe/Dublin
IE,CLB,EICB,Europe/London
IE,ORK,EICK,Europe/Dublin
IE,GWY,EICM,Europe/Dublin
IE,CFN,EIDL,Europe/Dublin
IE,DUB,EIDW,Europe/Dublin
IE,IOR,EIIM,Europe/Dublin
IE,INQ,EIIR,Europe/Dublin
IE,KKY,EIKK,Europe/Dublin
IE,NOC,EIKN,Europe/Dublin
IE,KIR,EIKY,Europe/Dublin
IE,LTR,EILT,Europe/Dublin
IE,IIA,EIMN,Europe/Dublin
IE,SNN,EINN,Europe/Dublin
IE,SXL,EISG,Europe/Dublin
IE,WAT,EIWF,Europe/Dublin
CN,EJN,ZBEN,Asia/Shanghai
DK,AAR,EKAH,Europe/Copenhagen
